numRequests,tamanhoResposta,totalImageSize,RequestsJS,RequestsHTML,RequestsCSS,avgNumRequests,avgTamanhoResposta,avgTotalImageSize,avgRequestsJS,avgRequestsHTML,avgRequestsCSS,totalSilenceTime,avgSilenceTime,silenceCount
49,1746764,1607312,14,7,6,4.9,174676.4,160731.2,1.4,0.7,0.6,248.0,41.333333333333336,6
42,1772234,1656938,10,7,8,4.2,177223.4,165693.8,1.0,0.7,0.8,238.0,39.666666666666664,6
48,1841629,1729414,13,8,7,4.8,184162.9,172941.4,1.3,0.8,0.7,268.0,38.285714285714285,7
30,396106,276059,11,7,5,3.0,39610.6,27605.9,1.1,0.7,0.5,226.0,37.666666666666664,6
36,475792,280451,13,8,7,3.6,47579.2,28045.1,1.3,0.8,0.7,273.0,39.0,7
39,494328,273481,15,8,9,3.9,49432.8,27348.1,1.5,0.8,0.9,277.0,39.57142857142857,7
47,405094,152324,19,8,10,4.7,40509.4,15232.4,1.9,0.8,1.0,275.0,39.285714285714285,7
44,404604,156453,18,7,9,4.4,40460.4,15645.3,1.8,0.7,0.9,242.0,40.333333333333336,6
48,423211,151451,20,8,12,4.8,42321.1,15145.1,2.0,0.8,1.2,270.0,38.57142857142857,7
54,614427,395897,20,8,12,5.4,61442.7,39589.7,2.0,0.8,1.2,254.0,36.285714285714285,7
