numRequests,tamanhoResposta,totalImageSize,RequestsJS,RequestsHTML,RequestsCSS,avgNumRequests,avgTamanhoResposta,avgTotalImageSize,avgRequestsJS,avgRequestsHTML,avgRequestsCSS,totalSilenceTime,avgSilenceTime,silenceCount
60.0,1042602.0,691389.0,21.0,7.0,17.0,6.0,104260.2,69138.9,2.1,0.7,1.7,238.0,39.666666666666664,6.0
63.0,1567305.0,1220696.0,19.0,8.0,19.0,6.3,156730.5,122069.6,1.9,0.8,1.9,295.0,42.142857142857146,7.0
40.0,1134414.0,913800.0,12.0,7.0,13.0,4.0,113441.4,91380.0,1.2,0.7,1.3,255.0,42.5,6.0
46.0,1187438.0,913800.0,15.0,8.0,15.0,4.6,118743.8,91380.0,1.5,0.8,1.5,291.0,41.57142857142857,7.0
44.0,948491.0,709126.0,13.0,7.0,14.0,4.4,94849.1,70912.6,1.3,0.7,1.4,242.0,40.333333333333336,6.0
49.0,1350850.0,1120642.0,10.0,7.0,13.0,4.9,135085.0,112064.2,1.0,0.7,1.3,239.0,39.833333333333336,6.0
44.0,807548.0,586943.0,12.0,7.0,9.0,4.4,80754.8,58694.3,1.2,0.7,0.9,244.0,40.666666666666664,6.0
50.0,1641722.0,1425128.0,11.0,7.0,9.0,5.0,164172.2,142512.8,1.1,0.7,0.9,251.0,41.833333333333336,6.0
63.0,2480100.0,2273497.0,10.0,7.0,5.0,6.3,248010.0,227349.7,1.0,0.7,0.5,258.0,43.0,6.0
63.0,2363261.0,2106854.0,13.0,7.0,7.0,6.3,236326.1,210685.4,1.3,0.7,0.7,256.0,42.666666666666664,6.0
57.0,1964391.0,1690946.0,13.0,8.0,10.0,5.7,196439.1,169094.6,1.3,0.8,1.0,290.0,41.42857142857143,7.0
54.0,1917545.0,1690946.0,10.0,7.0,11.0,5.4,191754.5,169094.6,1.0,0.7,1.1,249.0,41.5,6.0
54.0,1746389.0,1492622.0,11.0,7.0,13.0,5.4,174638.9,149262.2,1.1,0.7,1.3,247.0,41.166666666666664,6.0
38.0,876235.0,644253.0,12.0,7.0,14.0,3.8,87623.5,64425.3,1.2,0.7,1.4,250.0,41.666666666666664,6.0
35.0,850287.0,644253.0,10.0,7.0,13.0,3.5,85028.7,64425.3,1.0,0.7,1.3,255.0,42.5,6.0
42.0,906012.0,648645.0,14.0,7.0,15.0,4.2,90601.2,64864.5,1.4,0.7,1.5,256.0,42.666666666666664,6.0
44.0,918362.0,652853.0,15.0,7.0,15.0,4.4,91836.2,65285.3,1.5,0.7,1.5,257.0,42.833333333333336,6.0
50.0,445303.0,150585.0,20.0,8.0,14.0,5.0,44530.3,15058.5,2.0,0.8,1.4,298.0,42.57142857142857,7.0
47.0,427911.0,150585.0,17.0,7.0,15.0,4.7,42791.1,15058.5,1.7,0.7,1.5,242.0,40.333333333333336,6.0
65.0,1863498.0,1608942.0,20.0,8.0,14.0,6.5,186349.8,160894.2,2.0,0.8,1.4,285.0,40.714285714285715,7.0
51.0,1754549.0,1604550.0,15.0,7.0,7.0,5.1,175454.9,160455.0,1.5,0.7,0.7,247.0,41.166666666666664,6.0
49.0,1746764.0,1607312.0,14.0,7.0,6.0,4.9,174676.4,160731.2,1.4,0.7,0.6,248.0,41.333333333333336,6.0
42.0,1772234.0,1656938.0,10.0,7.0,8.0,4.2,177223.4,165693.8,1.0,0.7,0.8,238.0,39.666666666666664,6.0
48.0,1841629.0,1729414.0,13.0,8.0,7.0,4.8,184162.9,172941.4,1.3,0.8,0.7,268.0,38.285714285714285,7.0
30.0,396106.0,276059.0,11.0,7.0,5.0,3.0,39610.6,27605.9,1.1,0.7,0.5,226.0,37.666666666666664,6.0
36.0,475792.0,280451.0,13.0,8.0,7.0,3.6,47579.2,28045.1,1.3,0.8,0.7,273.0,39.0,7.0
39.0,494328.0,273481.0,15.0,8.0,9.0,3.9,49432.8,27348.1,1.5,0.8,0.9,277.0,39.57142857142857,7.0
47.0,405094.0,152324.0,19.0,8.0,10.0,4.7,40509.4,15232.4,1.9,0.8,1.0,275.0,39.285714285714285,7.0
44.0,404604.0,156453.0,18.0,7.0,9.0,4.4,40460.4,15645.3,1.8,0.7,0.9,242.0,40.333333333333336,6.0
48.0,423211.0,151451.0,20.0,8.0,12.0,4.8,42321.1,15145.1,2.0,0.8,1.2,270.0,38.57142857142857,7.0
54.0,614427.0,395897.0,20.0,8.0,12.0,5.4,61442.7,39589.7,2.0,0.8,1.2,254.0,36.285714285714285,7.0
90.0,2499866.0,2273497.0,24.0,8.0,19.0,9.0,249986.6,227349.7,2.4,0.8,1.9,298.0,44.0,7.0
30.0,396106.0,150585.0,3.0,7.0,5.0,3.0,39610.6,15058.5,0.3,0.7,0.5,226.0,36.285714285714285,6.0
