numRequests,tamanhoResposta,totalImageSize,RequestsJS,RequestsHTML,RequestsCSS,avgNumRequests,avgTamanhoResposta,avgTotalImageSize,avgRequestsJS,avgRequestsHTML,avgRequestsCSS,totalSilenceTime,avgSilenceTime,silenceCount,Label
0.05576679340937896,0.07177787166201416,0.0673632547130278,0.03669724770642202,0.047619047619047616,0.03535353535353535,0.05576679340937896,0.07177787166201414,0.0673632547130278,0.03669724770642202,0.047619047619047616,0.03535353535353535,0.6406779661016949,0.42567567567567566,0.07317073170731707,0
0.031685678073510776,0.08043998941046338,0.08435243867454367,0.0,0.09523809523809523,0.0,0.03168567807351077,0.08043998941046338,0.08435243867454369,0.0,0.09523809523809523,0.0,0.41694915254237286,0.27702702702702703,0.07317073170731707,0
0.032953105196451206,0.0805894215198125,0.08435243867454367,0.0,0.11904761904761904,0.0,0.032953105196451206,0.08058942151981249,0.08435243867454369,0.0,0.11904761904761904,0.0,0.7796610169491526,0.3885135135135135,0.0975609756097561,0
0.032953105196451206,0.0805894215198125,0.08435243867454367,0.0,0.11904761904761904,0.0,0.032953105196451206,0.08058942151981249,0.08435243867454369,0.0,0.11904761904761904,0.0,0.7796610169491526,0.3885135135135135,0.0975609756097561,0
0.024081115335868188,0.07228765117690249,0.07552089152038095,0.0,0.11904761904761904,0.0,0.024081115335868184,0.07228765117690249,0.07552089152038095,0.0,0.11904761904761904,0.0,0.688135593220339,0.34290540540540543,0.0975609756097561,0
0.043092522179974654,0.07831705643305434,0.08125135529003785,0.0,0.19047619047619047,0.0,0.04309252217997465,0.07831705643305432,0.08125135529003785,0.0,0.19047619047619047,0.0,0.9830508474576272,0.24493243243243243,0.1951219512195122,0
0.031685678073510776,0.03691260860070752,0.03771860459123682,0.0,0.16666666666666666,0.0,0.03168567807351077,0.03691260860070751,0.037718604591236826,0.0,0.16666666666666666,0.0,0.7694915254237288,0.21911196912162162,0.17073170731707318,0
0.030418250950570342,0.03676317649135839,0.03771860459123682,0.0,0.14285714285714285,0.0,0.03041825095057034,0.036763176491358386,0.037718604591236826,0.0,0.14285714285714285,0.0,0.46779661016949153,0.1554054054054054,0.14634146341463414,0
0.045627376425855515,0.05783573832431445,0.05935603209258323,0.0,0.2619047619047619,0.0,0.04562737642585551,0.05783573832431444,0.059356032092583236,0.0,0.2619047619047619,0.0,0.8779661016949153,0.1346153845945946,0.3170731707317073,0
0.03929024081115336,0.02731203126669307,0.02745131678332113,0.0,0.21428571428571427,0.0,0.03929024081115336,0.02731203126669307,0.02745131678332113,0.0,0.21428571428571427,0.0,0.8135593220338984,0.13513513513513514,0.2926829268292683,0
0.11533586818757921,0.2310012899715694,0.2402867919992665,0.0045871559633027525,0.19047619047619047,0.005050505050505051,0.1153358681875792,0.23100128997156938,0.24028679199926656,0.0045871559633027525,0.19047619047619047,0.005050505050505051,0.8271186440677966,0.16486486486486485,0.24390243902439024,0
0.16223067173637515,0.26174434245251527,0.2674053912314094,0.06880733944954129,0.21428571428571427,0.025252525252525252,0.16223067173637515,0.26174434245251527,0.2674053912314094,0.06880733944954129,0.21428571428571427,0.025252525252525252,0.7152542372881356,0.1296068795945946,0.2682926829268293,0
0.16223067173637515,0.26174434245251527,0.2674053912314094,0.06880733944954129,0.21428571428571427,0.025252525252525252,0.16223067173637515,0.26174434245251527,0.2674053912314094,0.06880733944954129,0.21428571428571427,0.025252525252525252,0.7152542372881356,0.1296068795945946,0.2682926829268293,0
0.1926489226869455,0.24208954156806525,0.2460825750771825,0.19724770642201836,0.21428571428571427,0.025252525252525252,0.1926489226869455,0.24208954156806523,0.24608257507718254,0.19724770642201833,0.21428571428571427,0.025252525252525252,0.9491525423728814,0.2102102102027027,0.21951219512195122,0
